Part ID,Part Code,Part Description,Manufacturer,Category,Stock Quantity,Unit Price (USD),Manufacture Date,Acquisition Date,Estimated Lifespan (years)
P-0003811,ELE-10972-I,Part electrical system model 426,Pratt & Whitney,electrical system,17,2775.06,2021-05-31,2023-10-30,6.7
P-0003812,STR-12632-W,Part airframe model 935,Liebherr-Aerospace,airframe,15,5780.46,2010-01-22,2012-01-19,20.8
P-0003813,ENG-90882-C,Part engine model 575,Safran,engine,7,122410.59,2010-12-27,2013-05-14,13.3
P-0003814,ELE-28008-Y,Part electrical system model 922,GE Aerospace,electrical system,9,1978.63,2010-04-11,2011-12-10,5.5
P-0003815,STR-40283-K,Part airframe model 710,Safran,airframe,17,8323.34,2015-06-27,2018-05-24,18.1
P-0003816,STR-80655-T,Part airframe model 196,Collins Aerospace,airframe,8,3596.97,2011-01-12,2012-10-13,23.3
P-0003817,STR-65178-Q,Part airframe model 426,Thales Avionics,airframe,8,5041.6,2020-07-31,2021-10-01,16.2
P-0003818,HYD-75020-U,Part hydraulic model 172,Safran,hydraulic,15,6091.32,2018-03-01,2021-01-07,11.3
P-0003819,HYD-10975-X,Part hydraulic model 355,Thales Avionics,hydraulic,12,4049.15,2018-08-04,2018-10-22,7.6
P-0003820,STR-26265-D,Part airframe model 842,GE Aerospace,airframe,16,3646.58,2013-05-14,2014-11-20,26.1
P-0003821,STR-45081-T,Part airframe model 269,Pratt & Whitney,airframe,16,3542.73,2014-01-06,2015-11-19,18.1
P-0003822,STR-53069-I,Part airframe model 432,Pratt & Whitney,airframe,18,11897.96,2010-10-17,2011-10-25,25.6
P-0003823,HYD-88670-I,Part hydraulic model 256,Rolls-Royce,hydraulic,12,2151.41,2022-05-27,2022-09-03,9.6
P-0003824,STR-86377-X,Part airframe model 518,GE Aerospace,airframe,11,23697.88,2024-09-15,2025-12-01,22.4
P-0003825,ENG-22427-T,Part engine model 557,Parker Aerospace,engine,11,276565.65,2019-05-29,2021-10-20,17.5
P-0003826,ENG-35165-V,Part engine model 833,Safran,engine,12,44376.58,2015-01-14,2016-09-21,16.0
P-0003827,STR-74927-S,Part airframe model 975,Safran,airframe,16,13046.73,2017-03-21,2019-06-17,21.7
P-0003828,STR-86150-C,Part airframe model 957,Rolls-Royce,airframe,13,12715.95,2015-07-27,2017-09-09,20.5
P-0003829,HYD-20282-W,Part hydraulic model 198,Liebherr-Aerospace,hydraulic,8,2316.85,2019-05-03,2020-03-07,5.3
P-0003830,ENG-25412-T,Part engine model 831,Collins Aerospace,engine,10,24966.15,2017-03-05,2017-12-03,19.5
P-0003831,STR-83586-H,Part airframe model 343,Honeywell,airframe,9,2216.9,2016-02-01,2018-06-04,18.2
P-0003832,HYD-34583-C,Part hydraulic model 870,MTU Aero Engines,hydraulic,10,4817.95,2011-10-01,2012-04-01,11.8
P-0003833,HYD-16185-M,Part hydraulic model 576,Collins Aerospace,hydraulic,9,2573.79,2022-10-27,2024-06-28,10.1
P-0003834,STR-66389-O,Part airframe model 540,Parker Aerospace,airframe,12,3906.03,2018-05-13,2021-03-10,15.1
P-0003835,STR-27423-E,Part airframe model 293,Collins Aerospace,airframe,12,5693.51,2012-09-05,2014-03-26,18.6
P-0003836,STR-51644-S,Part airframe model 474,Rolls-Royce,airframe,12,6115.51,2021-04-05,2023-08-24,23.5
P-0003837,HYD-85525-A,Part hydraulic model 761,GE Aerospace,hydraulic,14,1561.93,2025-02-06,2025-11-09,7.3
P-0003838,ENG-98590-N,Part engine model 466,Parker Aerospace,engine,9,21122.34,2011-03-08,2011-05-09,12.1
P-0003839,HYD-13571-Y,Part hydraulic model 254,MTU Aero Engines,hydraulic,17,3343.06,2014-01-09,2015-01-20,11.4
P-0003840,ELE-72703-Q,Part electrical system model 598,Collins Aerospace,electrical system,13,1092.27,2015-01-03,2016-09-14,8.0
P-0003841,STR-35706-O,Part airframe model 633,Pratt & Whitney,airframe,15,4174.28,2021-07-27,2023-06-18,26.1
P-0003842,ENG-96195-P,Part engine model 557,GE Aerospace,engine,14,29137.81,2011-01-12,2012-08-13,14.1
P-0003843,STR-80565-U,Part airframe model 727,Honeywell,airframe,14,1692.35,2018-12-29,2020-04-09,15.4
P-0003844,STR-12774-M,Part airframe model 212,Safran,airframe,10,2685.96,2011-07-19,2014-06-17,18.3
P-0003845,ENG-24048-U,Part engine model 822,Pratt & Whitney,engine,15,21581.24,2020-06-07,2022-06-20,15.8
P-0003846,ELE-90225-B,Part electrical system model 123,MTU Aero Engines,electrical system,14,6093.11,2016-05-01,2019-02-25,7.0
P-0003847,HYD-91550-R,Part hydraulic model 382,Rolls-Royce,hydraulic,12,5141.54,2016-12-20,2017-06-28,12.5
P-0003848,STR-86680-C,Part airframe model 391,Liebherr-Aerospace,airframe,11,8158.09,2017-05-05,2020-04-18,17.7
P-0003849,ELE-76403-O,Part electrical system model 462,Thales Avionics,electrical system,14,3627.26,2011-12-09,2014-01-06,8.9
P-0003850,ENG-89876-T,Part engine model 500,Collins Aerospace,engine,10,67172.58,2022-05-28,2025-04-11,13.3
P-0003851,STR-18787-E,Part airframe model 667,Thales Avionics,airframe,13,2765.68,2020-03-30,2022-01-13,19.3
P-0003852,ENG-10393-P,Part engine model 365,GE Aerospace,engine,13,16947.93,2010-03-07,2010-08-20,12.8
P-0003853,ELE-69454-Y,Part electrical system model 153,Rolls-Royce,electrical system,12,1245.98,2018-04-11,2019-04-21,5.9
P-0003854,HYD-71483-Y,Part hydraulic model 948,Liebherr-Aerospace,hydraulic,8,2662.78,2014-07-02,2014-08-28,8.6
P-0003855,ELE-54957-N,Part electrical system model 719,Honeywell,electrical system,16,655.71,2016-07-16,2016-12-26,10.2
P-0003856,ENG-55909-K,Part engine model 813,MTU Aero Engines,engine,11,55954.89,2022-08-24,2025-08-06,23.9
P-0003857,STR-96290-F,Part airframe model 813,MTU Aero Engines,airframe,17,9622.1,2016-10-25,2019-07-11,23.3
P-0003858,STR-30905-T,Part airframe model 521,Thales Avionics,airframe,9,16487.35,2023-12-20,2026-08-19,22.4
P-0003859,STR-63730-V,Part airframe model 948,Parker Aerospace,airframe,15,4929.13,2015-06-11,2015-06-13,20.9
P-0003860,HYD-96113-Y,Part hydraulic model 994,Thales Avionics,hydraulic,9,1655.72,2020-05-28,2021-09-26,7.7
P-0003861,HYD-76199-F,Part hydraulic model 573,Liebherr-Aerospace,hydraulic,14,11017.08,2018-04-05,2020-07-27,12.3
P-0003862,ELE-94752-R,Part electrical system model 829,Liebherr-Aerospace,electrical system,13,1194.29,2023-04-10,2023-12-10,8.0
P-0003863,STR-14574-D,Part airframe model 342,MTU Aero Engines,airframe,13,4862.3,2021-01-24,2022-04-22,17.6
P-0003864,STR-66776-J,Part airframe model 453,Thales Avionics,airframe,14,5079.27,2014-05-20,2014-12-27,29.5
P-0003865,ENG-98212-B,Part engine model 487,Pratt & Whitney,engine,14,62976.55,2022-04-05,2024-04-22,20.7
P-0003866,STR-33390-K,Part airframe model 277,Parker Aerospace,airframe,15,13748.35,2015-07-02,2017-07-31,24.5
P-0003867,STR-81082-K,Part airframe model 574,MTU Aero Engines,airframe,17,6255.05,2013-05-18,2014-03-19,17.5
P-0003868,ELE-31280-N,Part electrical system model 672,GE Aerospace,electrical system,12,4272.33,2010-02-22,2011-07-22,6.3
P-0003869,ELE-50576-U,Part electrical system model 504,Collins Aerospace,electrical system,11,10615.17,2019-03-14,2020-07-13,5.8
P-0003870,ENG-95439-W,Part engine model 135,GE Aerospace,engine,15,27010.49,2010-07-15,2012-11-01,20.6
P-0003871,STR-99928-X,Part airframe model 457,Collins Aerospace,airframe,13,2149.49,2015-03-24,2017-03-22,17.3
P-0003872,ENG-97829-V,Part engine model 657,Liebherr-Aerospace,engine,12,34936.14,2022-02-23,2022-05-07,13.2
P-0003873,ENG-22803-A,Part engine model 706,Parker Aerospace,engine,10,48191.33,2017-10-08,2018-03-20,17.0
P-0003874,HYD-56002-J,Part hydraulic model 426,Rolls-Royce,hydraulic,6,3744.68,2024-04-06,2026-09-30,9.6
P-0003875,ENG-81310-T,Part engine model 143,Collins Aerospace,engine,11,23247.3,2025-07-21,2028-05-28,10.8
P-0003876,STR-26163-T,Part airframe model 419,GE Aerospace,airframe,8,6675.67,2010-03-20,2012-02-05,24.3
P-0003877,ENG-61885-E,Part engine model 837,MTU Aero Engines,engine,11,51970.76,2017-07-07,2018-08-04,20.3
P-0003878,HYD-46764-O,Part hydraulic model 757,Honeywell,hydraulic,15,1691.77,2010-01-12,2010-09-07,8.0
P-0003879,STR-72126-Y,Part airframe model 571,Pratt & Whitney,airframe,13,12150.0,2024-09-28,2026-12-10,19.2
P-0003880,ENG-57055-P,Part engine model 368,Thales Avionics,engine,13,18991.2,2018-06-10,2020-04-29,18.4
P-0003881,STR-92787-Y,Part airframe model 624,Collins Aerospace,airframe,14,13134.35,2016-11-24,2019-08-02,25.0
P-0003882,ELE-49720-A,Part electrical system model 124,Liebherr-Aerospace,electrical system,12,1612.35,2012-05-01,2015-01-01,5.8
P-0003883,HYD-54484-I,Part hydraulic model 872,Rolls-Royce,hydraulic,18,10043.94,2014-08-08,2015-07-05,15.1
P-0003884,ENG-48852-D,Part engine model 739,Honeywell,engine,10,32223.66,2021-11-19,2024-04-04,12.3
P-0003885,HYD-58865-P,Part hydraulic model 650,Honeywell,hydraulic,5,5034.69,2015-05-06,2016-02-03,11.3
P-0003886,HYD-46817-B,Part hydraulic model 256,Collins Aerospace,hydraulic,16,2856.51,2019-06-02,2021-09-23,6.6
P-0003887,HYD-62380-A,Part hydraulic model 975,Honeywell,hydraulic,6,5631.43,2021-01-13,2021-07-13,12.0
P-0003888,ELE-46258-O,Part electrical system model 284,Pratt & Whitney,electrical system,12,5268.42,2011-05-06,2012-05-15,6.0
P-0003889,ELE-58957-K,Part electrical system model 273,Pratt & Whitney,electrical system,7,2215.0,2013-03-12,2013-06-12,7.0
P-0003890,STR-28281-Q,Part airframe model 493,Liebherr-Aerospace,airframe,8,8155.8,2016-04-11,2017-02-24,18.8
P-0003891,ELE-61331-Q,Part electrical system model 285,Honeywell,electrical system,12,4327.43,2012-02-02,2013-01-10,4.4
P-0003892,STR-48723-S,Part airframe model 380,Collins Aerospace,airframe,8,14020.96,2010-12-26,2012-12-17,17.8
P-0003893,ELE-61095-K,Part electrical system model 685,MTU Aero Engines,electrical system,13,611.17,2015-03-12,2017-04-22,7.5
P-0003894,STR-97832-G,Part airframe model 394,Liebherr-Aerospace,airframe,8,16142.03,2021-08-28,2023-05-25,16.8
P-0003895,ELE-30080-D,Part electrical system model 627,Parker Aerospace,electrical system,22,7253.63,2019-04-07,2021-07-16,4.5
P-0003896,HYD-23936-D,Part hydraulic model 287,Thales Avionics,hydraulic,15,6154.22,2018-05-10,2019-09-09,10.1
P-0003897,ENG-77282-R,Part engine model 511,Liebherr-Aerospace,engine,6,30992.94,2020-04-13,2022-02-20,21.6
P-0003898,HYD-98304-F,Part hydraulic model 783,Honeywell,hydraulic,19,1134.84,2011-11-27,2012-12-18,11.0
P-0003899,STR-14486-F,Part airframe model 285,Honeywell,airframe,14,4199.83,2023-01-10,2024-07-26,25.8
P-0003900,HYD-89864-L,Part hydraulic model 643,Thales Avionics,hydraulic,11,4685.94,2012-02-22,2012-07-23,10.1
P-0003901,STR-29112-R,Part airframe model 674,Pratt & Whitney,airframe,6,2201.21,2021-05-03,2023-02-21,22.5
P-0003902,STR-65998-B,Part airframe model 960,GE Aerospace,airframe,17,19116.55,2012-12-29,2013-08-07,21.5
P-0003903,HYD-36576-U,Part hydraulic model 400,Rolls-Royce,hydraulic,13,8675.37,2024-04-17,2025-08-27,9.4
P-0003904,STR-91238-I,Part airframe model 408,Rolls-Royce,airframe,16,10456.41,2018-11-05,2020-10-23,17.5
P-0003905,HYD-93973-B,Part hydraulic model 288,Parker Aerospace,hydraulic,16,5461.02,2011-09-06,2012-12-11,10.8
P-0003906,STR-94879-Y,Part airframe model 917,Liebherr-Aerospace,airframe,9,6337.48,2023-04-11,2023-12-08,17.7
P-0003907,STR-67326-L,Part airframe model 510,Collins Aerospace,airframe,12,7382.26,2022-09-26,2024-09-14,19.5
P-0003908,STR-70598-H,Part airframe model 637,Parker Aerospace,airframe,16,7056.71,2011-05-26,2013-12-01,13.9
P-0003909,STR-30249-F,Part airframe model 486,Pratt & Whitney,airframe,11,5864.01,2019-10-04,2021-03-27,21.6
P-0003910,STR-82131-J,Part airframe model 957,Thales Avionics,airframe,15,11932.51,2024-11-09,2026-07-04,17.0
P-0003911,ENG-62365-U,Part engine model 650,Safran,engine,7,83103.33,2012-12-06,2014-02-01,15.6
P-0003912,STR-44551-O,Part airframe model 292,Liebherr-Aerospace,airframe,13,4917.38,2015-04-24,2017-01-12,22.4
P-0003913,ENG-97750-H,Part engine model 262,GE Aerospace,engine,12,37728.44,2016-07-17,2018-01-02,13.4
P-0003914,HYD-32593-O,Part hydraulic model 152,Parker Aerospace,hydraulic,12,3395.37,2015-11-09,2018-01-23,5.7
P-0003915,HYD-69893-M,Part hydraulic model 574,Safran,hydraulic,7,2551.66,2017-01-24,2017-10-10,10.7
P-0003916,STR-79225-L,Part airframe model 273,GE Aerospace,airframe,15,7648.09,2018-10-25,2020-04-02,27.8
P-0003917,ELE-65959-F,Part electrical system model 295,Safran,electrical system,9,1079.69,2017-04-26,2018-04-02,9.7
P-0003918,STR-99125-A,Part airframe model 310,Safran,airframe,7,8052.89,2017-02-18,2017-05-30,24.8
P-0003919,ELE-26491-W,Part electrical system model 889,Collins Aerospace,electrical system,16,2224.93,2020-02-26,2021-04-18,6.8
P-0003920,HYD-49062-J,Part hydraulic model 799,Honeywell,hydraulic,13,2595.4,2016-02-06,2018-12-01,10.9
P-0003921,HYD-99144-N,Part hydraulic model 489,Thales Avionics,hydraulic,10,4107.92,2015-03-29,2016-08-07,5.9
P-0003922,STR-89766-X,Part airframe model 407,Honeywell,airframe,14,7015.1,2011-09-04,2013-04-15,17.4
P-0003923,ELE-27187-Y,Part electrical system model 556,Pratt & Whitney,electrical system,9,999.6,2014-07-19,2016-09-27,10.0
P-0003924,STR-76302-A,Part airframe model 430,GE Aerospace,airframe,16,16604.02,2013-01-20,2015-12-19,17.5
P-0003925,HYD-13527-C,Part hydraulic model 825,Rolls-Royce,hydraulic,8,4865.1,2023-02-11,2024-04-30,10.0
P-0003926,ENG-86557-Q,Part engine model 594,Thales Avionics,engine,12,50876.6,2012-06-11,2013-12-22,14.9
P-0003927,ELE-87294-F,Part electrical system model 428,Liebherr-Aerospace,electrical system,14,7179.1,2013-06-27,2016-05-07,4.6
P-0003928,ELE-35412-N,Part electrical system model 128,MTU Aero Engines,electrical system,13,532.48,2012-05-15,2013-08-21,8.9
P-0003929,ELE-24312-H,Part electrical system model 782,Thales Avionics,electrical system,16,1440.12,2013-09-08,2016-01-09,10.6
P-0003930,ENG-21804-C,Part engine model 221,Honeywell,engine,17,17736.81,2020-01-31,2021-05-24,21.2
P-0003931,HYD-56545-H,Part hydraulic model 557,Rolls-Royce,hydraulic,13,9170.68,2020-06-14,2021-02-14,11.9
P-0003932,ENG-39999-O,Part engine model 517,Parker Aerospace,engine,9,85951.42,2017-01-16,2019-10-24,16.1
P-0003933,ELE-79519-Y,Part electrical system model 258,Liebherr-Aerospace,electrical system,18,2339.19,2019-02-13,2021-03-23,8.5
P-0003934,ENG-11504-J,Part engine model 697,Honeywell,engine,13,45521.05,2012-09-16,2015-04-06,16.6
P-0003935,STR-77986-E,Part airframe model 913,Pratt & Whitney,airframe,14,3628.42,2022-01-08,2022-05-13,23.1
P-0003936,STR-18002-D,Part airframe model 615,Thales Avionics,airframe,8,9090.53,2018-01-14,2020-02-14,30.9
P-0003937,STR-48787-K,Part airframe model 101,Collins Aerospace,airframe,8,3456.24,2014-08-28,2016-07-19,24.9
P-0003938,ENG-20472-A,Part engine model 744,Honeywell,engine,10,113140.92,2020-02-20,2021-07-26,17.6
P-0003939,ENG-93227-Y,Part engine model 401,Rolls-Royce,engine,6,59629.13,2016-11-30,2017-05-02,14.8
P-0003940,STR-43743-I,Part airframe model 178,Pratt & Whitney,airframe,12,20098.0,2020-05-23,2021-08-13,13.4
P-0003941,ELE-88538-F,Part electrical system model 758,Safran,electrical system,14,915.38,2015-12-11,2017-10-08,4.0
P-0003942,HYD-53386-Q,Part hydraulic model 777,MTU Aero Engines,hydraulic,16,3602.44,2012-09-09,2014-09-10,8.2
P-0003943,ENG-53388-L,Part engine model 414,Parker Aerospace,engine,14,19866.64,2012-01-11,2012-05-16,18.0
P-0003944,STR-79269-H,Part airframe model 849,GE Aerospace,airframe,5,4849.97,2013-07-15,2014-11-06,24.3
P-0003945,ENG-77759-E,Part engine model 427,Collins Aerospace,engine,13,93394.59,2025-05-22,2026-08-24,14.7
P-0003946,ENG-12080-Q,Part engine model 375,Parker Aerospace,engine,11,36807.53,2016-10-28,2019-02-24,16.6
P-0003947,ELE-76231-U,Part electrical system model 815,Honeywell,electrical system,11,1476.81,2025-08-18,2025-10-01,9.1
P-0003948,ELE-73271-J,Part electrical system model 551,Collins Aerospace,electrical system,14,2708.32,2023-07-14,2025-11-08,11.6
P-0003949,ENG-87585-O,Part engine model 664,GE Aerospace,engine,12,127323.85,2010-11-27,2013-03-22,13.3
P-0003950,ENG-25628-J,Part engine model 585,Parker Aerospace,engine,11,55173.06,2014-10-28,2016-11-18,12.2
P-0003951,ENG-34671-I,Part engine model 206,MTU Aero Engines,engine,9,65344.94,2017-05-09,2020-01-05,16.1
P-0003952,HYD-22460-C,Part hydraulic model 666,MTU Aero Engines,hydraulic,12,2647.14,2013-04-30,2014-09-14,11.0
P-0003953,HYD-13477-W,Part hydraulic model 345,Honeywell,hydraulic,12,2730.41,2012-01-18,2012-04-30,10.1
P-0003954,ENG-99410-A,Part engine model 988,Collins Aerospace,engine,9,10415.36,2015-07-27,2016-07-19,15.7
P-0003955,ENG-21850-N,Part engine model 263,Liebherr-Aerospace,engine,11,15649.83,2017-12-24,2019-10-15,20.2
P-0003956,HYD-30809-G,Part hydraulic model 626,Collins Aerospace,hydraulic,16,9210.17,2018-11-21,2019-11-04,10.1
P-0003957,HYD-12806-A,Part hydraulic model 100,Collins Aerospace,hydraulic,13,4113.6,2021-07-08,2023-05-22,9.1
P-0003958,STR-10185-G,Part airframe model 962,Honeywell,airframe,10,12925.49,2011-02-06,2011-03-25,20.1
P-0003959,ENG-34718-K,Part engine model 236,Liebherr-Aerospace,engine,11,31515.97,2025-03-10,2025-05-24,11.4
P-0003960,ENG-35215-F,Part engine model 250,Thales Avionics,engine,8,41820.79,2016-09-14,2016-09-25,12.7
P-0003961,STR-28458-V,Part airframe model 279,Liebherr-Aerospace,airframe,10,12025.73,2015-11-02,2018-09-21,27.6
P-0003962,STR-26006-A,Part airframe model 843,Parker Aerospace,airframe,14,20842.62,2013-11-25,2014-09-03,21.7
P-0003963,ENG-42969-U,Part engine model 586,Collins Aerospace,engine,14,81039.79,2010-09-12,2013-01-18,13.6
P-0003964,STR-37655-X,Part airframe model 799,Rolls-Royce,airframe,12,7656.35,2019-01-26,2021-09-09,25.7
P-0003965,ENG-91234-C,Part engine model 117,Honeywell,engine,8,65071.39,2020-02-22,2020-08-10,14.1
P-0003966,ELE-19102-D,Part electrical system model 324,Honeywell,electrical system,7,2150.85,2022-06-21,2023-01-22,10.6
P-0003967,STR-31553-P,Part airframe model 204,Liebherr-Aerospace,airframe,5,11135.17,2022-05-04,2023-06-20,24.3
P-0003968,ENG-89570-Q,Part engine model 817,Pratt & Whitney,engine,13,79277.06,2015-08-09,2017-02-03,11.5
P-0003969,STR-76865-M,Part airframe model 797,Honeywell,airframe,9,14397.29,2012-02-15,2013-09-14,25.6
P-0003970,STR-35382-T,Part airframe model 164,Liebherr-Aerospace,airframe,13,5862.24,2020-05-13,2021-07-03,22.8
P-0003971,HYD-48795-B,Part hydraulic model 432,GE Aerospace,hydraulic,10,4451.37,2012-04-14,2014-01-07,9.5
P-0003972,STR-67402-L,Part airframe model 471,Rolls-Royce,airframe,11,32084.27,2013-02-19,2015-04-24,22.6
P-0003973,STR-86203-X,Part airframe model 306,Honeywell,airframe,14,2820.65,2012-09-21,2014-10-17,22.1
P-0003974,ELE-33459-R,Part electrical system model 328,Safran,electrical system,14,2004.53,2010-04-08,2010-05-10,5.2
P-0003975,STR-82495-N,Part airframe model 680,Safran,airframe,13,3978.51,2011-05-21,2013-02-19,21.0
P-0003976,HYD-56384-C,Part hydraulic model 241,Pratt & Whitney,hydraulic,13,3255.43,2014-12-26,2017-02-02,9.1
P-0003977,STR-88053-W,Part airframe model 817,Safran,airframe,7,13575.91,2012-12-06,2013-07-10,15.6
P-0003978,STR-88156-I,Part airframe model 785,Honeywell,airframe,12,5202.3,2014-06-12,2016-03-24,20.7
P-0003979,ENG-98340-I,Part engine model 808,Liebherr-Aerospace,engine,12,22935.26,2018-12-26,2019-04-24,14.8
P-0003980,STR-27991-Q,Part airframe model 430,Liebherr-Aerospace,airframe,14,23872.87,2018-05-08,2020-04-25,33.1
P-0003981,HYD-42527-P,Part hydraulic model 918,Rolls-Royce,hydraulic,16,3866.35,2025-05-24,2027-03-25,6.1
P-0003982,HYD-60426-S,Part hydraulic model 808,GE Aerospace,hydraulic,11,5630.64,2024-02-20,2024-11-06,9.3
P-0003983,ENG-30407-P,Part engine model 839,GE Aerospace,engine,5,67786.67,2024-06-17,2027-01-18,13.2
P-0003984,ENG-22344-N,Part engine model 370,Safran,engine,11,23605.89,2011-11-20,2014-04-09,12.2
P-0003985,HYD-12355-N,Part hydraulic model 810,GE Aerospace,hydraulic,14,5550.77,2023-01-23,2025-03-31,13.9
P-0003986,HYD-64733-N,Part hydraulic model 424,Liebherr-Aerospace,hydraulic,10,2166.84,2023-02-23,2024-07-03,14.5
P-0003987,ENG-94971-F,Part engine model 626,Collins Aerospace,engine,12,26329.23,2015-10-22,2016-06-23,12.8
P-0003988,STR-66915-M,Part airframe model 897,Pratt & Whitney,airframe,19,16394.47,2011-09-07,2013-12-29,26.1
P-0003989,STR-48526-I,Part airframe model 945,Thales Avionics,airframe,10,2945.67,2010-06-28,2011-02-14,24.6
P-0003990,HYD-75377-V,Part hydraulic model 827,Parker Aerospace,hydraulic,12,1543.51,2011-06-13,2012-11-19,10.9
P-0003991,ENG-48842-C,Part engine model 646,MTU Aero Engines,engine,14,30085.79,2014-06-08,2015-07-21,14.7
P-0003992,ENG-61529-T,Part engine model 168,Collins Aerospace,engine,9,14663.95,2024-06-27,2025-01-31,18.4
P-0003993,ELE-62383-X,Part electrical system model 311,Pratt & Whitney,electrical system,12,2099.01,2019-12-12,2021-10-05,10.0
P-0003994,ENG-49177-H,Part engine model 657,Pratt & Whitney,engine,15,29156.61,2012-11-21,2015-10-17,16.4
P-0003995,STR-49056-V,Part airframe model 481,Thales Avionics,airframe,9,9636.5,2012-01-24,2013-06-21,15.8
P-0003996,STR-43632-F,Part airframe model 859,Parker Aerospace,airframe,9,29959.23,2017-06-09,2018-11-30,24.9
P-0003997,STR-87222-O,Part airframe model 519,Thales Avionics,airframe,6,3427.05,2012-09-30,2013-11-06,28.9
P-0003998,STR-18977-I,Part airframe model 696,Collins Aerospace,airframe,12,2998.18,2010-12-16,2011-08-19,22.7
P-0003999,STR-58967-Y,Part airframe model 147,Honeywell,airframe,8,5826.56,2020-05-04,2021-03-05,19.8
P-0004000,ENG-25070-J,Part engine model 330,Honeywell,engine,12,24125.33,2011-02-19,2013-09-21,17.8
P-0004001,STR-31500-D,Part airframe model 678,Honeywell,airframe,13,7969.91,2013-10-08,2016-07-27,26.2
P-0004002,HYD-20011-H,Part hydraulic model 576,Collins Aerospace,hydraulic,14,7942.06,2022-11-15,2025-04-25,8.7
P-0004003,ELE-18896-H,Part electrical system model 188,Safran,electrical system,10,7015.44,2019-09-19,2019-10-17,9.0
P-0004004,ENG-90118-L,Part engine model 830,Parker Aerospace,engine,16,29419.97,2018-11-10,2020-08-27,17.6
P-0004005,ENG-49958-Y,Part engine model 151,Rolls-Royce,engine,17,22810.93,2021-02-16,2022-10-02,11.7
P-0004006,STR-10814-M,Part airframe model 633,Rolls-Royce,airframe,16,4218.54,2010-08-30,2012-12-13,25.3
P-0004007,STR-34719-W,Part airframe model 521,Pratt & Whitney,airframe,9,10242.4,2018-08-02,2020-11-22,21.0
P-0004008,STR-80494-R,Part airframe model 710,Honeywell,airframe,11,7792.81,2025-04-28,2026-08-14,23.2
P-0004009,ELE-60368-Q,Part electrical system model 545,GE Aerospace,electrical system,12,2112.79,2019-07-28,2020-06-02,7.9
P-0004010,ENG-85535-W,Part engine model 230,Pratt & Whitney,engine,19,28983.36,2013-11-16,2014-03-01,16.0
P-0004011,ENG-85017-F,Part engine model 699,MTU Aero Engines,engine,15,44221.58,2017-12-09,2019-09-30,17.0
P-0004012,STR-67899-J,Part airframe model 747,Thales Avionics,airframe,8,31368.67,2014-10-25,2015-08-16,23.2
P-0004013,ELE-20677-Q,Part electrical system model 473,Rolls-Royce,electrical system,14,4972.17,2014-03-14,2017-01-18,7.4
P-0004014,ENG-97858-T,Part engine model 650,Collins Aerospace,engine,9,166325.06,2016-03-02,2016-04-21,13.0
P-0004015,ELE-84693-M,Part electrical system model 629,Honeywell,electrical system,10,2156.17,2016-04-11,2019-02-16,10.5
P-0004016,STR-76097-H,Part airframe model 204,Rolls-Royce,airframe,8,3502.31,2020-01-02,2021-06-20,19.6
P-0004017,HYD-26184-R,Part hydraulic model 486,Safran,hydraulic,13,847.72,2013-05-02,2015-02-16,7.9
P-0004018,HYD-99336-W,Part hydraulic model 757,Liebherr-Aerospace,hydraulic,16,4322.32,2010-10-11,2012-07-02,6.1
P-0004019,STR-76741-B,Part airframe model 435,Pratt & Whitney,airframe,15,2930.75,2023-10-10,2025-12-30,25.0
P-0004020,ENG-22039-J,Part engine model 835,Thales Avionics,engine,11,114323.33,2023-11-21,2024-02-27,14.3
P-0004021,STR-45006-I,Part airframe model 216,Rolls-Royce,airframe,6,8075.45,2023-11-03,2026-06-18,22.7
P-0004022,ENG-22987-X,Part engine model 100,Liebherr-Aerospace,engine,9,33921.47,2015-07-07,2017-11-07,17.0
P-0004023,ELE-54785-H,Part electrical system model 728,GE Aerospace,electrical system,10,1961.61,2024-07-08,2027-01-12,7.9
P-0004024,HYD-92674-C,Part hydraulic model 995,MTU Aero Engines,hydraulic,11,3482.1,2016-08-14,2018-01-20,7.8
P-0004025,ELE-98520-M,Part electrical system model 637,Rolls-Royce,electrical system,11,3831.11,2021-03-10,2023-04-02,7.1
P-0004026,HYD-19096-Y,Part hydraulic model 535,MTU Aero Engines,hydraulic,9,2866.6,2019-03-30,2020-08-04,6.0
P-0004027,STR-67395-L,Part airframe model 595,Honeywell,airframe,13,9017.81,2022-05-09,2022-09-26,28.4
P-0004028,ENG-78157-W,Part engine model 111,Thales Avionics,engine,15,55114.85,2020-09-29,2021-08-21,14.8
P-0004029,ELE-79484-H,Part electrical system model 393,Safran,electrical system,12,2305.92,2011-05-15,2012-03-10,6.6
P-0004030,STR-64510-M,Part airframe model 607,Pratt & Whitney,airframe,14,2756.21,2011-12-20,2012-06-16,25.9
P-0004031,ELE-91204-M,Part electrical system model 952,Honeywell,electrical system,12,1414.86,2016-04-10,2016-12-26,4.6
P-0004032,STR-63054-Q,Part airframe model 780,Liebherr-Aerospace,airframe,13,17313.87,2018-08-04,2020-01-24,27.4
P-0004033,ENG-42238-Y,Part engine model 664,Safran,engine,15,113238.87,2013-01-29,2014-04-29,13.1
P-0004034,HYD-68293-S,Part hydraulic model 880,Rolls-Royce,hydraulic,13,7883.21,2019-05-28,2020-05-17,12.7
P-0004035,ENG-17213-J,Part engine model 859,Pratt & Whitney,engine,14,56209.16,2014-06-22,2017-02-25,15.0
